countNN	distanceNN	percentNN	datasetkey
711	0.05	0.7882	d3d38190-0c13-11df-b8c6-b8a03c50a862
598	0.18	0.7942	d3e1f5c1-0062-452c-8427-97aaa7061391
681	0.18	0.8059	d3fcc4bd-bdbc-403d-92a0-bdb12fdec2fb
4261	0.09	0.8277	d4aa2255-f927-4220-af22-2958298733b7
63	0.09	0.9	d4df21c8-c2cb-4b15-bec3-ec177e1c2455
180	0.09	0.6716	d5ba4b26-8af9-4c4f-9ff2-514e76683fb4
40	0.09	0.8696	d5bfc162-8621-4f3c-85b3-0965b475c81b
603	0.18	0.7966	d5f2bf6a-bd53-450f-a697-ce2356c6c1a7
252	0.09	0.5806	d6172663-73c4-4dfa-b483-36f454936a37
65	0.09	0.9701	d67d398d-e252-4cbe-9f04-934415445008
82	0.09	0.9011	d6a3ccff-1a58-4b45-9a5e-b27d5c2796a6
44	0.09	0.8462	d6bef7ce-2340-401d-9151-fd258a2dd5db
619	0.18	0.8177	d7042fc7-efd1-4278-82ad-e3ac1fe51dd1
45	0.09	0.4327	d72c693c-048a-4980-8e81-b55603060061
598	0.18	0.7817	d7c67c84-38f6-472b-85f4-8162dbab2938
5107	0.09	0.9907	d7cc19ba-7785-4131-ab63-3328a99ecfab
36	0.09	0.6545	d7f4c94f-5aaf-4770-8fa4-498042a8db57
1745	0.09	0.7567	d85e9305-e0e5-4e95-b7b0-e87a0488db85
855	0.18	0.8415	d87dbd87-d7d7-418e-8c0d-1dee00bc8a88
717	0.18	0.8299	d8985124-0c96-4c95-9dcb-b7615bf96b1c
727	0.18	0.8328	d8cb2703-b53b-480a-aecb-8234d893bdb4
148	0.09	0.8916	d9870517-1d50-45f0-831c-a783922c22d3
2169	0.09	0.8213	d9e6df9f-4d2f-4450-b730-e9070e9fab06
418	0.09	0.8856	da216795-b3ad-41c2-ac4e-3d8faf4743d2
170	0.09	0.3795	db352498-98f4-4bc2-8bd9-26234ac48659
34	0.09	1	db5f7e43-1198-4712-b209-e594c923eb7b
40	0.09	0.5882	db911c59-3894-47df-99bd-e2f1af48a739
49	0.09	0.9608	db950479-def4-4f4f-80ca-2f3fd10eaf8e
137	0.09	0.7611	dbc709b9-e36e-4dd7-ab5b-c3cb08c2779d
34	0.04	0.6296	dc55fd8a-47af-47fe-a59e-a2890c72fed1
695	0.18	0.8072	dc5a0f68-8c15-40f8-a1bb-64e873fcacd0
560	0.04	0.9622	dc692432-d85c-46cc-82bc-2fb1ff38decc
54	0.09	0.7941	dcb022ba-6a6b-4ed1-955b-5bf795b54f07
309	0.18	0.7203	dcb4276b-4fa5-445a-ac8f-6d9937971a0a
33	0.09	0.4024	dce533af-6a50-4d6b-900b-7c60fb709559
773	0.18	0.8285	dcfa2bf5-d06f-4557-a756-4377d76c7b84
47	0.09	0.8393	dd015612-5037-4f57-840e-e7644c0e0248
1209	0.09	0.9983	dd238f50-f594-4e51-82af-033227ccab55
70	0.18	0.4459	dd9f0c81-b7c6-449a-a6a6-5649dd982010
465	0.18	0.7277	ddaf56d8-8d92-457e-b4c4-62a2802672f6
681	0.18	0.8107	ddca6af6-b02a-42d8-867f-ed5103120378
774	0.18	0.8217	de69ada8-b46c-48c9-91ef-6171aa9b0b77
223	0.04	0.6598	deae7cbd-0c20-422f-a7f9-4e8acfb57c4a
280	0.1	0.979	dee8edc4-b19a-11e2-886d-00145eb45e9a
33	0.09	0.9429	deec913d-9a81-4904-a972-aed476d31c6d
93	0.09	0.6242	df14b969-829f-42ad-afe5-50d5c9ed28a6
2530	0.09	0.8653	df87d47a-6580-4417-8c4c-7e1a504ed4a7
130	0.09	0.9848	e030b8bc-bd4d-440e-80d8-12b764e85db5
74	0.04	0.9136	e0507994-aa35-4ec0-be28-92d4a3c11f75
31	0.09	0.9688	e091028c-81ab-4848-b190-081a5224008b
76	0.04	0.7677	e16a9392-b28a-47e9-a92a-f20c240f39a4
49	0.09	0.3952	e1d4def9-b584-4792-85fe-89e5ae5db3ac
88	0.09	0.3188	e2032ac4-b998-47ea-a30a-2608e6a7f7f5
711	0.04	0.9115	e26068ea-aad4-4734-9219-d7d1805e8391
46	0.09	0.6667	e2da0609-01c9-4a51-b72e-3a2e54da4e62
43	0.18	0.3282	e3096c7e-f927-4f54-a582-4acd0566ea83
62	0.09	0.9688	e319ac8b-b424-4273-990b-94b39a767701
7051	0.03	0.3629	e37c5967-cdce-408a-8316-78387638bd6b
784	0.18	0.8358	e37e9e11-3e6b-49b6-89d6-7e62f48bdab1
6417	0.1	0.724	e3ce628e-9683-4af7-b7a9-47eef785d3bb
694	0.18	0.8079	e42904bf-69b6-42f7-bc44-68bc093405b8
575	0.18	0.7975	e48115ce-e4db-4d84-800c-327503c77028
88	0.18	0.55	e4ec56ab-850f-42ac-a5f0-232802f0f1e6
87	0.18	0.4531	e52c8a64-7105-47dd-8002-699de13d4480
844	0.18	0.8323	e54fab29-8685-41b4-8fe7-796a5b9a3de5
46	0.09	0.8846	e5850855-df3d-4209-a71f-0fa852619638
51	0.05	0.7083	e5e93769-81c3-43b3-bfb5-0ecdc3ac693d
294	0.1	0.7696	e6033178-5da4-411d-91cf-457683f28b3d
1621	0.09	0.9759	e67c686b-c880-4a82-887c-d8d85f94d6c8
130	0.09	0.3316	e68f3119-bddd-4df6-849a-60aed2d76287
45	0.09	0.7627	e6c891bc-f7fa-48f0-9e6d-aa8364097f52
12684	0.05	0.9993	e6fab7b3-c733-40b9-8df3-2a03e49532c1
160	0.18	0.5839	e71a269d-929b-4bd2-a437-39f1d4fe8068
5269	0.09	0.988	e7c5a179-b6d7-497e-8fb9-41e0ef1bb21e
643	0.04	0.9969	e7cbb0ed-04c6-44ce-ac86-ebe49f4efb28
57	0.09	0.8906	e87e14f1-76e9-48a1-8378-98cc909eb301
286	0.05	0.7989	e88fdc62-ea3b-41a3-8967-b3780f602c0b
123	0.09	0.5829	e9259974-4dbb-4799-aad0-acc30fb55da6
50	0.09	0.9091	ea25d7b3-ac00-4951-9c52-b4763240dc5b
323	0.09	0.9255	eabe9306-fd68-4140-83fc-554da92e6268
477	0.09	0.6984	ead74478-edb2-46d5-bea6-7c5f6060cd4a
36	0.09	1	eadbd385-3683-4411-9221-80a2b669fa29
80	0.09	0.4938	eaee9bce-dc55-4c89-b092-1ce88923b6fc
412	0.04	0.7574	eba1cb5d-eafe-4828-99c4-e9f53f14d7bc
618	0.18	0.8251	ec7324c4-4188-4c2f-a97c-7207b7ebca6f
59	0.09	0.7564	ecd40b2a-4bb3-4665-9590-2a3ad24f4864
180	0.09	0.5028	ed524224-4cd7-4310-8f46-e434ae8d3b32
646	0.18	0.7975	ede153cc-3e9c-4a9d-8445-50f265d74330
463	0.09	0.9606	ee57ec5e-1fcc-437a-9783-fd58a2ee73d7
72	0.09	0.8889	ee5f5e73-28e3-4018-abc9-12dbf3a07553
320	0.18	0.7356	ee601209-8e4f-4781-9aa7-65e9fc3698ff
201	0.09	0.9757	ee74ecf1-7acf-4c5d-8dcb-43e09fae474c
35	0.09	0.7778	ef2605dc-a8f4-4ce5-a12f-4b5112a56a36
748	0.18	0.8311	ef9c2624-7de8-44e2-9b0c-662cff407450
63	0.18	0.4599	efa0d4fa-f940-40a5-ad85-2a81cba1cd88
34	0.09	0.4048	f0613af8-9a0e-42c9-bdc7-1479521a26fd
300	0.1	0.7557	f0a7ca6e-8da6-4629-97bd-0368705a4d6b
57	0.18	0.3631	f0b11e89-0668-4823-8646-920552139fa9
53	0.09	0.4569	f12269f8-2b9e-44a2-81bf-57939270aa6c
47	0.09	0.6912	f1254d00-734a-42c0-a5cb-550e1ca26594
35	0.09	0.9211	f13aaa9c-fa41-4659-903b-5869ee294a77
1430	0.09	0.8882	f14f3ec9-c54a-477d-82c8-f7ba6925534a
118	0.1	0.8676	f154e12c-b2f4-4654-9a79-822fedc7b094
877	0.18	0.6927	f1566792-b416-4692-a09c-7e8aa8d17be6
108	0.09	0.8926	f182531a-67f8-4d54-8b05-69294a7bccb1
54	0.09	0.4426	f298961a-460f-4251-8491-46512793f135
44	0.09	0.88	f2df8baf-aaa3-4aa6-a593-c7bb2785b7e4
365	0.09	0.7329	f2e0d85b-8f0e-4045-b97e-66e5a837696c
37	0.03	0.4253	f325b575-ebc3-4320-a09e-81b15ba345e7
152	0.09	1	f339bf2a-5411-40d5-b4ed-80d0fc28f32d
37	0.09	1	f34bfbe6-4027-447e-a1c2-e1686bab02e3
67	0.09	0.7053	f36b54b3-fedd-4191-8a49-9f3d9d85d58b
375	0.18	0.6919	f3fe9414-fa46-4e8a-841d-0a71cbc50b29
493	0.09	1	f4319512-a82d-4d24-8ded-54c5dd44910e
132	0.09	0.6839	f48370df-fe76-4adb-a006-731c68daf2d5
696	0.18	0.8159	f4a8260f-6cf6-481f-8e51-95fba62efbc9
168	0.1	0.3953	f5783452-6ff5-4bef-8f30-9adfeba81bd7
5134	0.09	0.9921	f5e9bf91-d834-49ed-a58a-78b9cb952b35
211	0.09	0.6533	f60e31a5-dc12-44c1-8358-098f131cd141
770	0.18	0.8218	f69d7b88-6aa3-4372-9bd7-f81df97dafde
142	0.09	0.9726	f6e737bf-349b-4731-81d1-330d8fe025e7
705	0.18	0.8113	f6ef7f09-dd59-4510-9d93-e117f0a69ae6
52	0.09	0.8966	f700451d-39a8-4db9-a753-5dc293bcd60b
38	0.09	0.9744	f84902b2-ef45-4e89-83e7-5d1f190f0562
53	0.09	0.8833	f870ac2b-3b10-4ce9-a512-fad62bcddc32
1414	0.09	0.724	f88f9c5b-9097-4bfe-877a-8917b08f75e3
38	0.09	0.9744	f8caee29-6357-4b44-8c2f-d0262ee532eb
402	0.09	0.8392	f8f4c490-8ab3-4e27-b871-944fb807bc1b
64	0.09	0.9552	f8fc226c-18ee-4cbd-a368-50348ed02124
299	0.18	0.7205	f91a7916-4974-4b3f-8186-b7a37f43e5d1
651	0.18	0.7949	f966888d-61a4-4fab-b2eb-9ce4912b6e40
944	0.05	0.9555	f97eeccc-8409-4075-ab7c-8980f73c0d0d
564	0.18	0.7779	f97ff554-6da6-43ef-9189-f9b8ef46bce0
594	0.18	0.7868	f9f69819-36a1-4aa1-9363-043a212b66f5
32	0.09	0.3721	fa11e3b9-99ca-4059-9acc-390bb74be648
104	0.18	0.5024	fa52d7a4-a137-4200-bbdd-11c61fa1dc18
89	0.09	0.9175	fab1a7c1-c288-4cee-bea3-b682fe5d1608
142	0.04	0.5613	faf313a1-9ae4-43f4-bfc9-974281feac0e
130	0.18	0.5179	fb5af424-df60-44ab-a3b6-2063242152f0
272	0.18	0.6817	fb69e2bf-dfd0-460f-8709-7f4a3feadf07
55	0.09	0.44	fb77ae34-c5c5-49b9-8510-2d6000f8cf45
2894	0.09	0.8733	fb7d56ee-11aa-454f-8542-89e2ce0fa976
646	0.18	0.7897	fc0501d4-ee53-49e0-a6ad-0e47c73507e3
287	0.33	1	fc5248b0-2fe9-11de-816f-b8a03c50a862
761	0.05	0.7837	fc992520-9e66-11dc-8738-b8a03c50a862
37	0.09	0.6491	fca94eef-fe48-4d02-ac0e-f5d1952ed585
45	0.09	0.9184	fcc07720-a1c3-4e74-aee6-f9ca2593087f
898	0.18	0.7313	fcce992c-9621-4fb0-9863-2e7eae858ae8
47	0.09	0.8704	fd0807e5-f55d-49af-bc79-7e133fab08bc
35	0.09	0.814	fd1c3cce-fe6a-4a0c-b65b-4b7b840e74be
39	0.09	0.975	fd5b4916-122e-48bb-abe5-33dfd04f95e6
76	0.09	0.6441	fda395aa-63c9-4b98-99e4-8d37651aa4f5
92	1	1	fe35d6a0-0c6e-11dd-84d2-b8a03c50a862
2817	0.09	0.8583	fe99edff-54d8-43b9-a25d-57964403efa6
40	0.09	0.9756	febbedff-5914-466d-a7a9-acc028a13b8b
282	0.18	0.6323	fedc7fdd-ebec-448c-937f-5534f884eab7
485	0.09	0.4974	fefbe340-ee56-44ad-98c5-50549d78a82d
55	0.09	0.6548	ff1a668d-9b6d-4134-836f-0f3f509bd67a
359	0.25	0.8886	ffab0ec5-c5f9-4c26-9b63-28696dc5cac5
271	0.18	0.7003	ffc67d3c-b2f4-43b8-81a8-ae31521c4a22
60	0.09	0.5825	ffd94f81-36e4-408c-868a-16f38d899b54
108	0.18	0.5455	fff8dd17-0bff-4854-88d1-098b6a64766b
